"dataResourceUid","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","provenance","rights","source","dcterms:type","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","recordID","locationID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimDepth","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintSRS","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks"
"dr1411","d79578b0-203b-4c25-89bb-2b87ffa13946","2020-05-11T23:07:52Z","","CC-BY-SA 4.0 (Int)","Greg Tasney","","","https://www.inaturalist.org/observations/45583449","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Greg Tasney some rights reserved","","","https://www.inaturalist.org/observations/45583449","45583449","","Tasney, Greg","","","","","","","","","PRESENT","","","","","","","","","","37217f2e-3c14-4d3a-8202-3963548257fc","","","","","","","Australia","AU","Queensland","","","","Brisbane QLD, Australia","","","","","","","","","","","-27.549462","153.06012","EPSG:4326","","","","-27.5494616667","","153.06012","","EPSG:4326","","","","","","","","",""
"dr1411","5a6dfbb7-9e0f-43d7-b2c8-6b21ebcca2b0","2020-02-21T03:33:48Z","","CC-BY-NC 4.0 (Int)","Susan","","","https://www.inaturalist.org/observations/38942273","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Susan some rights reserved","","","https://www.inaturalist.org/observations/38942273","38942273","","Susan","","","","","","","","","PRESENT","","","","","","","","","","e33692b7-9898-4e7c-a0ce-9fdf1433028d","","","","","","","Australia","AU","Queensland","","","","Mt Gravatt Outlook Reserve, Mount Gravatt, QLD, AU","","","","","","","","","","","-27.545358","153.067946","EPSG:4326","41.0","","","-27.5453581566","","153.0679458832","","EPSG:4326","","","","","","","","",""
"dr1411","532feaf5-5fde-49d7-a419-04374be2da88","2021-07-14T07:41:51Z","","CC-BY-SA 4.0 (Int)","Greg Tasney","","","https://www.inaturalist.org/observations/86934032","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Greg Tasney some rights reserved","","","https://www.inaturalist.org/observations/86934032","86934032","","Tasney, Greg","","","","","","","","","PRESENT","","","","","","","","","","5064bb1a-6141-4477-aead-a29d06d35970","","","","","","","Australia","AU","Queensland","","","","Carina Heights, Queensland, Australia","","","","","","","","","","","-27.516288","153.083775","EPSG:4326","","","","-27.5162883333","","153.083775","","EPSG:4326","","","","","","","","",""
"dr1411","4d674f2a-5a32-4c0e-af71-6d3c34c06ee2","2021-02-11T22:07:05Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/69425333","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/69425333","69425333","","","","","","","","","","","PRESENT","","","","","","","","Bloodwood","","c9944fae-2855-4198-a29f-0cc5d2bb96a0","","","","","","","Australia","AU","Queensland","","","","University Road, Nathan, QLD, AU","","","","","","","","","","","-27.55038","153.058676","EPSG:4326","66.0","","","-27.5503801572","","153.0586757799","","EPSG:4326","","","","","","","","",""
"dr1411","a83163bf-da8e-42a0-b93a-d7166f8d3077","2021-07-05T20:15:28Z","","CC-BY-SA 4.0 (Int)","Greg Tasney","","","https://www.inaturalist.org/observations/69084071","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Greg Tasney some rights reserved","","","https://www.inaturalist.org/observations/69084071","69084071","","Tasney, Greg","","","","","","","","","PRESENT","","","","","","","","","","fbc3b7d3-4ccb-4ea0-864f-3b9af608b6ae","","","","","","","Australia","AU","Queensland","","","","Brisbane QLD, Australia","","","","","","","","","","","-27.539412","153.05498","EPSG:4326","","","","-27.5394116667","","153.05498","","EPSG:4326","","","","","","","","",""
"dr1411","4b44aa42-f22f-4d31-b2aa-aa18e694100d","2020-02-28T11:57:26Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/39237921","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/39237921","39237921","","","","","","","","","","","PRESENT","","","","","","","","In Tallowwood","","b4336989-2e47-47c5-986e-82fbfc95d5d3","","","","","","","Australia","AU","Queensland","","","","Ring Road, Nathan, QLD, AU","","","","","","","","","","","-27.550991","153.057465","EPSG:4326","61.0","","","-27.5509905812","","153.0574648639","","EPSG:4326","","","","","","","","",""
"dr1411","ac3e7df9-d5e2-4614-8a10-d9aab4ee2903","2020-03-13T04:24:33Z","","CC-BY-NC 4.0 (Int)","Hanna Clupea","","","https://www.inaturalist.org/observations/39882796","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Hanna Clupea some rights reserved","","","https://www.inaturalist.org/observations/39882796","39882796","","Clupea, Hanna","","","","","","","","","PRESENT","","","","","","","","","","c921ea42-3bf5-49cc-bb00-aeac01d1cbd7","","","","","","","Australia","AU","Queensland","","","","North Stradbroke Island QLD 4183, Australië","","","","","","","","","","","-27.425509","153.508828","EPSG:4326","977.0","","","-27.4255093105","","153.5088283137","","EPSG:4326","","","","","","","","",""
"dr1411","81965a89-5f55-429b-904e-559eb1de5918","2020-02-16T03:01:52Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/38354548","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/38354548","38354548","","","","","","","","","","","PRESENT","","","","","","","","In Cheese Tree","","452b7ee1-9fb1-49ff-a880-4bb88282335e","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.545076","153.059213","EPSG:4326","55.0","","","-27.545076462","","153.0592125131","","EPSG:4326","","","","","","","","",""
"dr1411","25bb85ec-7e22-4aaa-ba31-cd1a57eb3dc6","2021-02-24T12:48:44Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/70076839","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/70076839","70076839","","","","","","","","","","","PRESENT","","","","","","","","Grey gum","","40e62498-aa4e-48ee-bc69-c8dae8d95178","","","","","","","Australia","AU","Queensland","","","","Griffith University, Nathan, QLD, AU","","","","","","","","","","","-27.552019","153.055889","EPSG:4326","19.0","","","-27.5520186208","","153.0558885449","","EPSG:4326","","","","","","","","",""
"dr1411","4af9fc2f-a0ac-460a-816a-14fd73066ab2","2020-11-17T10:47:58Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/65068788","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/65068788","65068788","","","","","","","","","","","PRESENT","","","","","","","","In Cheese tree amongst MRV","","56ed4517-835d-4b5d-b65e-1e8e7fd950f7","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.54671","153.058303","EPSG:4326","138.0","","","-27.5467095773","","153.0583025254","","EPSG:4326","","","","","","","","",""
"dr1411","b7b3e576-0933-470e-93f2-864675bf888c","2021-07-05T20:23:07Z","","CC-BY-NC 4.0 (Int)","Susan","","","https://www.inaturalist.org/observations/46540992","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Susan some rights reserved","","","https://www.inaturalist.org/observations/46540992","46540992","","Susan","","","","","","","","","PRESENT","","","","","","","","","","98f80ec2-efc6-458f-a906-acb3a82ada89","","","","","","","Australia","AU","Queensland","","","","Mt Gravatt Outlook Reserve, Mount Gravatt, QLD, AU","","","","","","","","","","","-27.545716","153.070795","EPSG:4326","131.0","","","-27.5457163883","","153.0707947701","","EPSG:4326","","","","","","","","",""
"dr1411","fe318597-62aa-4be0-a9d1-a0fba41526ad","2020-04-21T13:14Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/42741024","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/42741024","42741024","","","","","","","","","","","PRESENT","","","","","","","","In Tallowwood","","b8af43bf-0e53-49b2-b212-8d24646d1d92","","","","","","","Australia","AU","Queensland","","","","University Road, Nathan, QLD, AU","","","","","","","","","","","-27.550534","153.059902","EPSG:4326","38.0","","","-27.5505340185","","153.0599024435","","EPSG:4326","","","","","","","","",""
"dr1411","ecb93bcb-b436-4809-bf6b-497f504446cf","2021-02-24T23:13:26Z","","CC-BY-NC 4.0 (Int)","lca_inc","","","https://www.inaturalist.org/observations/58565198","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© lca_inc some rights reserved","","","https://www.inaturalist.org/observations/58565198","58565198","","","","","","","Adult","","","","PRESENT","","","","","","","","The blackened Blue Gum is still alive. Despite the lack of understorey regrowth since the November 2019 bushfire the majority of the koala food trees in this area are still being used by koalas as evidenced by the numerous koala scats under them. Photo: Kathy Finch. LCA2070","","ccb80155-921b-4628-a050-3ed6697d109b","","","","","","","Australia","AU","Queensland","","","","Thornton QLD 4341, Australia","","","","","","","","","","","-27.832215","152.34441","EPSG:4326","10.0","","","-27.832215","","152.34441","","EPSG:4326","","","","","","","","",""
"dr1411","93a6a4a8-ef0b-42bc-8ffa-dbedffc6e586","2020-08-10T23:03:50Z","","CC-BY-NC 4.0 (Int)","miranda005","","","https://www.inaturalist.org/observations/55947025","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© miranda005 some rights reserved","","","https://www.inaturalist.org/observations/55947025","55947025","","miranda005","","","","","","","","","PRESENT","","","","","","","","","","0e78317c-d763-4c0a-b07f-31eb0bbdd725","","","","","","","Australia","AU","Queensland","","","","Mt Gravatt Outlook Reserve, Mount Gravatt, QLD, AU","","","","","","","","","","","-27.544028","153.072832","EPSG:4326","65.0","","","-27.5440279038","","153.0728315101","","EPSG:4326","","","","","","","","",""
"dr1411","d75b6648-6ee0-4f74-95ea-0e4e3fc3a686","2020-05-29T03:56:54Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/47654135","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/47654135","47654135","","","","","","","","","","","PRESENT","","","","","","","","Unknown Stringybark","","d8997c95-b1ea-4fe3-a196-e093cce77f6e","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.543275","153.057187","EPSG:4326","57.0","","","-27.5432749944","","153.0571869762","","EPSG:4326","","","","","","","","",""
"dr1411","f995d06f-1637-4990-bbc1-6e17b6adf564","2020-02-07T06:27:16Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/38354581","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/38354581","38354581","","","","","","","","","","","PRESENT","","","","","","","","In unknown tree not far from other koala in Grey gum","","6254b94f-d43b-4eca-97cd-bd09fa1477d3","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.548209","153.058617","EPSG:4326","68.0","","","-27.5482086352","","153.0586172999","","EPSG:4326","","","","","","","","",""
"dr1411","483b7281-33fb-4d7d-8eda-92afd95dc2fb","2020-05-11T23:37:15Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/45246597","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/45246597","45246597","","","","","","","","","","","PRESENT","","","","","","","","Tallowood","","a3ebd53e-8164-41cf-b4ee-4c411351277b","","","","","","","Australia","AU","Queensland","","","","University Road, Nathan, QLD, AU","","","","","","","","","","","-27.550856","153.058186","EPSG:4326","54.0","","","-27.5508564403","","153.0581861479","","EPSG:4326","","","","","","","","",""
"dr1411","3d79d042-5a84-4c01-9293-beba8fb1b546","2021-08-13T09:53:27Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/90977330","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/90977330","90977330","","","","","","","","","","","PRESENT","","","","","","","","","","9de828f5-6a95-4aec-b227-196eead13f7a","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.547384","153.058882","EPSG:4326","124.0","","","-27.5473839248","","153.0588821215","","EPSG:4326","","","","","","","","",""
"dr1411","07cb2ca0-a65b-4958-b1b1-09c771e0d9eb","2020-11-17T09:38:04Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/65067111","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/65067111","65067111","","","","","","","","","","","PRESENT","","","","","","","","Bloodwood","","a1fda40e-fcce-4ec3-8760-63148d8f3968","","","","","","","Australia","AU","Queensland","","","","Ring Road, Nathan, QLD, AU","","","","","","","","","","","-27.551014","153.057031","EPSG:4326","41.0","","","-27.551013635","","153.0570308794","","EPSG:4326","","","","","","","","",""
"dr1411","3e684689-c34e-4b7c-960d-ef551c601894","2021-07-14T04:01:06Z","","CC-BY-SA 4.0 (Int)","Greg Tasney","","","https://www.inaturalist.org/observations/86933973","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Greg Tasney some rights reserved","","","https://www.inaturalist.org/observations/86933973","86933973","","Tasney, Greg","","","","","","","","","PRESENT","","","","","","","","","","21b45d9d-22b9-480d-8f4b-407ac3eadfeb","","","","","","","Australia","AU","Queensland","","","","Carina Heights, Queensland, Australia","","","","","","","","","","","-27.512613","153.090885","EPSG:4326","","","","-27.5126133333","","153.090885","","EPSG:4326","","","","","","","","",""
"dr1411","aca2d6b4-44ba-4422-917b-3632f7fc7f0c","2021-08-09T06:11:50Z","","CC-BY-NC 4.0 (Int)","greg n","","","https://www.inaturalist.org/observations/90371005","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© greg n some rights reserved","","","https://www.inaturalist.org/observations/90371005","90371005","","","","","","FEMALE","Adult","","","","PRESENT","","","","","","","","note this observation is in the same location as this mum and joey, https://inaturalist.ala.org.au/observations/90371175. 2 Mums and joeys in same small park.","","c181f7cf-3a08-4a61-b54a-8fae9744c1f8","","","","","","","Australia","AU","Queensland","","","","Coorparoo QLD 4151, Australia","","","","","","","","","","","-27.509598","153.070788","EPSG:4326","50.0","","","-27.5095982762","","153.0707881227","","EPSG:4326","","","","","","","","",""
"dr1411","fcfd28ae-e744-4074-b28b-bb7474c6fdf8","2021-05-29T00:48:01Z","","CC-BY-NC 4.0 (Int)","Martin Bennett","","","https://www.inaturalist.org/observations/80068512","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Martin Bennett some rights reserved","","","https://www.inaturalist.org/observations/80068512","80068512","","Bennett, Martin","","","","","","","","","PRESENT","","","","","","","","Suffering from Chlamydia infection, spotted gum was also suffering from drought and was in poor condition","","cd72d34e-699f-4178-a25b-bf0950d5f631","","","","","","","Australia","AU","Queensland","","","","Lake Clarendon QLD 4343, Australia","","","","","","","","","","","-27.496295","152.363342","EPSG:4326","15.0","","","-27.4962950583","","152.3633416463","","EPSG:4326","","","","","","","","",""
"dr1411","c0690a30-636b-401e-ada1-408b83c90e53","2020-11-13T18:54:29Z","","CC-BY-NC 4.0 (Int)","Susan","","","https://www.inaturalist.org/observations/64780246","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Susan some rights reserved","","","https://www.inaturalist.org/observations/64780246","64780246","","Susan","","","","","","","","","PRESENT","","","","","","","","","","435f80a1-de00-475c-bd92-11fee2c2919f","","","","","","","Australia","AU","Queensland","","","","Mt Gravatt Outlook Reserve, Mount Gravatt, QLD, AU","","","","","","","","","","","-27.546384","153.073134","EPSG:4326","94.0","","","-27.5463843586","","153.0731337913","","EPSG:4326","","","","","","","","",""
"dr1411","91b55176-a6cb-41ff-83bd-b18b7ab5e4fe","2020-08-11T22:59:12Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/56106768","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/56106768","56106768","","","","","","","","","","","PRESENT","","","","","","","","Tallowwood","","9a31cf9d-1614-4f53-9fef-ca43680aa56d","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.547049","153.058267","EPSG:4326","64.0","","","-27.5470489113","","153.0582666661","","EPSG:4326","","","","","","","","",""
"dr1411","9f479c31-ac0c-40d8-91ac-fa933b5264c6","2021-05-06T10:23:22Z","","CC-BY-NC 4.0 (Int)","koalasofstraddie","","","https://www.inaturalist.org/observations/77414121","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© koalasofstraddie some rights reserved","","","https://www.inaturalist.org/observations/77414121","77414121","","Koalasofstraddie","","","","","","","","","PRESENT","","","","","","","","","","8654544e-b132-4a16-a112-0f4d6bfaa805","","","","","","","Australia","AU","Queensland","","","","Moreton Bay Marine Park, Amity, QLD, AU","","","","","","","","","","","-27.400558","153.444747","EPSG:4326","181.0","","","-27.4005577301","","153.4447472804","","EPSG:4326","","","","","","","","",""
"dr1411","eb6e030a-7d70-40e1-8fc5-bd802d9488c8","2021-01-01T09:36:26Z","","CC-BY-NC 4.0 (Int)","hotpotofnoodles","","","https://www.inaturalist.org/observations/67392295","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© hotpotofnoodles some rights reserved","","","https://www.inaturalist.org/observations/67392295","67392295","","Hotpotofnoodles","","","","","","","","","PRESENT","","","","","","","","Terrible photos of a koalas bum, just putting it out there that they are in the area","","6b56c5ae-170a-4efa-bd72-7d4ffbae2dca","","","","","","","Australia","AU","Queensland","","","","Seidler Avenue, Coombabah, QLD, AU","","","","","","","","","","","-27.915122","153.37883","EPSG:4326","6.0","","","-27.9151216667","","153.37883","","EPSG:4326","","","","","","","","",""
"dr1411","fa8ddc82-3bfa-47c3-be41-b2afc8bf1422","2020-09-02T11:07:36Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/57700038","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/57700038","57700038","","","","","","","","","","","PRESENT","","","","","","","","Stringybark","","f86fa289-3b2e-42ef-8743-aca95b302f29","","","","","","","Australia","AU","Queensland","","","","Wilcox Track, Nathan, QLD, AU","","","","","","","","","","","-27.548554","153.044424","EPSG:4326","93.0","","","-27.5485536727","","153.0444242182","","EPSG:4326","","","","","","","","",""
"dr1411","aa119424-48f4-46fa-a2b9-62a8cc19302f","2020-11-21T13:59:18Z","","CC-BY-SA 4.0 (Int)","Greg Tasney","","","https://www.inaturalist.org/observations/65327560","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Greg Tasney some rights reserved","","","https://www.inaturalist.org/observations/65327560","65327560","","Tasney, Greg","","","","","","","","","PRESENT","","","","","","","","","","1cab0c1a-f974-4071-a0b2-0251eb9efdd5","","","","","","","Australia","AU","Queensland","","","","Nathan, Queensland, Australia","","","","","","","","","","","-27.546063","153.061022","EPSG:4326","","","","-27.5460633333","","153.0610216667","","EPSG:4326","","","","","","","","",""
"dr1411","9b48e334-8302-45a3-ae88-a7de233bda76","2021-02-26T07:23:57Z","","CC-BY-NC 4.0 (Int)","wmavery","","","https://www.inaturalist.org/observations/70171591","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© wmavery some rights reserved","","","https://www.inaturalist.org/observations/70171591","70171591","","Wmavery","","","","MALE","Adult","","","","PRESENT","","","","","","","","Male koala has been sighted on the property since October 2020 and also heard bellowing in October and November 2020. His left eye is often closed but there does not seem to be any discharge. He has been seen feeding and climbing and moves between a patch of grey gums","","e5a24227-a234-4e96-978f-955d446f07fe","","","","","","","Australia","AU","Queensland","","","","Postman's Track Kobble Creek QLD","","","","","","","","","","","-27.237073","152.838829","EPSG:4326","61.0","","","-27.237072837","","152.8388286832","","EPSG:4326","","","","","","","","",""
"dr1411","c82c76ad-1ef4-42b5-8ddf-300da43c5f6c","2021-02-03T00:21:53Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/68908477","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/68908477","68908477","","","","","","","","","","","PRESENT","","","","","","","","Tallowwood, recently independent","","cef6c4f3-bb1b-40f0-9b4f-18a10f4c61a0","","","","","","","Australia","AU","Queensland","","","","Ring Road, Nathan, QLD, AU","","","","","","","","","","","-27.551255","153.057599","EPSG:4326","102.0","","","-27.5512551941","","153.057599086","","EPSG:4326","","","","","","","","",""
"dr1411","91093ae4-6c72-45bd-92fd-fca8af194b4a","2021-05-23T10:34:36Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/79913868","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/79913868","79913868","","","","","","","","","","","PRESENT","","","","","","","","","","7ca72f31-9d9d-4047-9254-3c8f690ec3d4","","","","","","","Australia","AU","Queensland","","","","Ring Road, Nathan, QLD, AU","","","","","","","","","","","-27.55112","153.057811","EPSG:4326","25.0","","","-27.5511197229","","153.0578114122","","EPSG:4326","","","","","","","","",""
"dr1411","e59a300a-9dea-4f61-8dfa-57e099b7caeb","2020-02-28T11:57:20Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/39237933","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/39237933","39237933","","","","","","","","","","","PRESENT","","","","","","","","In Red Bloodwood","","9bfbc152-785a-459d-8aa3-4847ed08c245","","","","","","","Australia","AU","Queensland","","","","Griffith University, Nathan, QLD, AU","","","","","","","","","","","-27.551846","153.057727","EPSG:4326","19.0","","","-27.5518461787","","153.0577274398","","EPSG:4326","","","","","","","","",""
"dr1411","e3226808-a7b9-4325-9eba-f199f68b27ca","2020-05-31T23:28:48Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/47807089","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/47807089","47807089","","","","","","","","","","","PRESENT","","","","","","","","Tallowood","","4fa2f47c-c09f-4d99-9685-2a730640995d","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.54403","153.055075","EPSG:4326","27.0","","","-27.5440299665","","153.0550745997","","EPSG:4326","","","","","","","","",""
"dr1411","bcb046c2-a9b3-46eb-84a6-1fd8285a1c20","2021-02-11T22:07:07Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/69425279","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/69425279","69425279","","","","","","","","","","","PRESENT","","","","","","","","Tallowwood","","f6724d5a-3724-4f11-865b-10430a49ed88","","","","","","","Australia","AU","Queensland","","","","Wilcox Track, Nathan, QLD, AU","","","","","","","","","","","-27.552503","153.046756","EPSG:4326","91.0","","","-27.5525030028","","153.0467556708","","EPSG:4326","","","","","","","","",""
"dr1411","2b6bb22a-3cd0-408f-a4b2-4301ad469ad3","2020-05-31T23:28:51Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/47806986","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/47806986","47806986","","","","","","","","","","","PRESENT","","","","","","","","Unknown Stringybark","","ea5eeefe-8950-41a9-b554-5164394f5150","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.545325","153.058136","EPSG:4326","50.0","","","-27.5453246194","","153.0581361936","","EPSG:4326","","","","","","","","",""
"dr1411","92f496e2-9902-4945-896e-7ad1a096d94d","2021-07-05T20:14:03Z","","CC-BY-NC 4.0 (Int)","Teagan McKillop","","","https://www.inaturalist.org/observations/78307879","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Teagan McKillop some rights reserved","","","https://www.inaturalist.org/observations/78307879","78307879","","Mckillop, Teagan","","","","FEMALE","Adult","","","","PRESENT","","","","","","","","Female with joey bulge. Being courted by male. No signs of clamidia (clean bum)","","2b67c637-9061-4ff3-bd85-935f152376ec","","","","","","","Australia","AU","Queensland","","","","Lockyer Waters QLD 4311, Australia","","","","","","","","","","","-27.457601","152.400038","EPSG:4326","134.0","","","-27.4576010849","","152.4000377208","","EPSG:4326","","","","","","","","",""
